,P0,AB,P1,ABa,ABp,EMS,P2,ABal,ABar,ABpl,ABpr,MS,E,C,P3,ABalx,ABarx,ABplx,ABprx,MSx,Ex,Cx,D,P4,1-cell,2-cell,4-cell,8-cell,16-cell
WBGene00255577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00255578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00255579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00255580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00255581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00255582,0,0,0,0,0,0,0,0,0,0.526,0,0,0,0,0,2.188,0.6,1.705454545,0.094166667,0,0,0,0,0,0,0,0,0.067435897,0.544111111
WBGene00255583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00255584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00255586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00255587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00255588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wdfy-2,167.542,156.494,117.062,199.136,204.502,155.132,164.508,234.646,185.484,144.804,172.562,262.1925,120.032,68.792,201.862,141.738,63.82916667,92.64818182,112.8658333,14.23666667,157.317,25.41,82.21333333,131.9516667,167.542,136.778,180.8195,171.5302564,87.39288889
wdr-23,166.624,204.314,145.724,156.482,114.674,164.036,122.14,154.362,126.142,96.546,125.906,205.755,145.26,124.052,207.424,19.364,4.9,62.65636364,14.28416667,73.1075,1.835,50.62090909,139.2416667,97.56,166.624,175.019,139.333,146.7046154,44.29277778
wdr-5,226.414,211.012,186.26,257.328,267.792,240.076,153.198,283.724,278.336,308.782,450.384,237.4225,290.422,149.09,127.104,306.556,342.1208333,270.56,219.9383333,367.6116667,83.106,211.2318182,134.245,104.2166667,226.414,198.636,229.5985,266.3820513,242.035
wdr-5.2,6.066,16.382,0.254,22.616,79.914,6.238,8.1,11.706,24.766,25.098,5.328,0,31.082,0,0.302,19.225,7.26,2.666363636,5.733333333,19.1225,0.042,3.129090909,4.14,0,6.066,8.318,29.217,12.60025641,7.407222222
wdr-5.3,97.248,113.746,63.072,113.73,141.87,101.746,35.352,109.35,73.548,17.38,120.242,0.085,20.844,44.506,10.89,13.956,0.933333333,42.06454545,0.039166667,0.135,0.04,8.835454545,0,5.865,97.248,88.409,98.1745,50.87538462,8.314888889
wee-1.1,0,0,0,0.072,0,0.142,0,74.672,154.016,67.388,0.096,0,165.674,0,0,193.913,214.8116667,181.1027273,152.9525,0.263333333,31.163,1.065454545,4.125,0.191666667,0,0,0.0535,59.21102564,96.63155556
wee-1.2,0.138,0,0.116,0.024,0,2.464,0,0.06,22.182,18.238,4.72,76.225,26.04,15.998,0.224,18.516,22.69166667,23.86272727,12.38833333,44.3625,43.65,31.00181818,0.138333333,24.35333333,0.138,0.058,0.622,19.03102564,25.83811111
wee-1.3,159.468,174.7,141.456,137.376,155.254,128.942,187.864,60.832,88.194,124.098,62.936,65.0625,124.518,218.438,161.728,81.352,31.58166667,94.28727273,63.86416667,41.44333333,51.65,59.49272727,88.99333333,127.6866667,159.468,158.078,152.359,114.4607692,66.27055556
wht-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.013,0,0,0,0,0,0,0,0.668111111
wht-2,164.74,237.06,260.852,276.54,222.704,250.274,198.658,58.444,23.68,120.598,72.034,87.67,98.734,107.09,269.034,52.169,31.775,57.44181818,59.60166667,39.87166667,176.353,240.5227273,178.43,196.07,164.74,248.956,237.044,105.0961538,104.2756667
wht-3,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0.424166667,0.707272727,0.061666667,0,3.055,0.150909091,0,0,0,0,0.085,0,0.509111111
wht-4,0,0,0,0,0,0.636,0,0,0,0,0,0,0.32,0,0,4.611,0,0,0,0,0,0,0,0,0,0,0.159,0.041025641,0.512333333
wht-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wht-6,0,0,0,0,0,4.126,0.638,0,0,0.322,0,0,0,0,0,0,2.179166667,2.940909091,0,0,0,0,0,0,0,0,1.191,0.041282051,0.65
wht-7,54.184,77.088,68.334,50.41,67.672,53.4,128.846,9.194,45.132,96.992,12.586,167.6775,72.646,62.084,37.04,0.237,0.0325,1.356363636,0.080833333,0.218333333,0,0.625454545,58.765,171.0666667,54.184,72.711,75.082,60.23282051,15.63488889
wht-8,0,0,0,0,0,0,0,0.378,0,0,3.538,0,0,0,0,0,0.8775,0,0,0,0,0,0.086666667,0,0,0,0,0.502051282,0.122777778
wht-9,0,0,0,0.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1715,0,0
wip-1,64.726,57.324,84.98,75.148,94.756,67.568,90.026,12.588,38.276,26.064,9.128,0.215,59.192,50.494,172.882,7.573,20.46583333,3.387272727,8.180833333,5.06,2.201,13.04545455,20.23333333,71.86333333,64.726,71.152,81.8745,47.28153846,13.72844444
wnk-1,48.792,64.232,62.506,72.532,66.896,54.37,58.508,23.854,40.08,35.314,89.934,26.2375,28.854,28.702,69.776,41.648,46.48666667,41.39636364,51.05083333,23.81583333,32.417,13.60545455,30.95166667,61.61666667,48.792,63.369,63.0765,43.26974359,37.30355556
wrk-1,0,0,0,0,0,0,0,0,0,13.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.736923077,0
wrm-1,35.032,45.622,21.458,55.64,33.7,91.956,22.836,51.75,43.812,27.916,44.8,42.3775,4.022,60.358,15.23,56.592,39.20916667,64.81545455,26.27333333,82.1175,51.469,76.55,28.42833333,17.06,35.032,33.54,51.033,36.12692308,51.99733333
wrn-1,25.87,27.744,46.36,30.512,11.338,10.522,37.326,0.352,4.884,0.466,1.854,0,0,0.028,13.792,3.239,0,0.017272727,0.036666667,4.754166667,0.328,35.78545455,23.94166667,35.07833333,25.87,37.052,22.4245,2.740512821,9.345666667
wrt-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrt-10,0,0,0,0.562,0.878,0.084,0,0,0,0,0,0,23.722,0,0,2.649,0,0.064545455,0.174166667,4.206666667,0,0.616363636,0,0,0,0,0.381,3.041282051,0.961666667
wrt-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrt-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrt-4,0,0,2.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.259,0,0,0
wrt-5,26.824,17.832,21.228,37.772,22.368,5.686,10.554,1.802,0.172,3.704,24.446,0.7475,13.734,31.59,16.858,78.617,47.8975,1.605454545,0,30.2675,267.463,41.66454545,3.793333333,42.35333333,26.824,19.53,19.095,11.91076923,57.24033333
wrt-6,0.354,0,0,0,0,0,0,1.606,0,0,0,0,0,0,0,0.451,0,0,0,0,0,5.772727273,0,0,0.354,0,0,0.205897436,0.755666667
wrt-7,0,0,0,0.328,1.378,0,0,0.446,4.9,0.246,0.054,17.225,2.548,0,0,2.163,9.983333333,9.681818182,7.118333333,20.17333333,6.434,4.243636364,0,0,0,0,0.4265,2.817179487,7.627222222
wrt-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrt-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wsp-1,54.326,55.788,60.534,53.644,79.002,72.086,58.868,52.224,33.642,44.36,63.188,50.885,12.208,95.534,48.234,10.515,8.189166667,11.30090909,19.69166667,31.90416667,19.136,25.25909091,0,35.95333333,54.326,58.161,65.9,50.0125641,18.13122222
wts-1,19.006,27.074,19.782,29.276,43.656,22.074,31.046,8.386,60.652,6.612,39.302,8.66,22.486,20.362,15.58,5.616,15.57833333,4.95,13.36416667,0.050833333,6.366,0,0,0.36,19.006,23.428,31.513,23.11641026,5.826111111
wve-1,7.118,3.264,4.874,2.962,14.616,3.318,0.946,2.786,31.812,0.918,4.136,0.465,0.184,0,4.654,0.767,5.644166667,0,19.5375,4.294166667,1.264,2.38,8.656666667,10.86,7.118,4.069,5.4605,5.751538462,5.747777778
wwp-1,111.908,139.418,88.206,117.308,166.462,143.038,93.556,133.318,156.606,163.564,83.162,155.825,123.286,78.09,109.22,133.979,108.2858333,198.0354545,154.1975,128.3916667,88.598,117.51,1.788333333,70.26666667,111.908,113.812,130.091,124.6033333,120.2177778
xbp-1,181.618,366.138,371.368,332.142,341.794,351.786,226.334,272.69,203.328,202.824,114.044,187.465,100.016,398.996,255.768,146.253,127.385,192.74,115.0675,249.1816667,53.21,137.72,420.43,669.7,181.618,368.753,313.014,217.6458974,200.7786667
xbx-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xbx-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xbx-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xbx-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xbx-6,54.552,79.952,56.766,82.644,65.544,60.468,58.018,43.138,47.502,33.852,31.728,31.6575,29.218,195.418,9.228,35.169,35.42,8.175454545,11.9625,13.41,26.412,32.49454545,45.69,67.73166667,54.552,68.359,66.6685,53.25769231,27.48022222
xnd-1,117.146,129.804,155.986,90.086,88.044,84.068,119.53,50.492,44.77,23.266,45.81,23.425,64.472,70.722,150.102,5.087,6.49,2.702727273,1.401666667,0.110833333,0.031,25.86,249.9466667,183.1066667,117.146,142.895,95.432,60.04794872,33.99688889
xnp-1,40.566,39.728,42.068,54.47,32.35,65.382,45.484,41.272,19.298,45.38,74.48,51.925,51.766,53.012,29.704,77.753,82.24166667,85.38636364,110.4241667,56.46083333,140.91,89.94,55.315,96.72833333,40.566,40.898,49.4215,45.69897436,89.07777778
xol-1,0,0.058,25.524,0,0,0.638,0,0.284,22.638,2.688,31.27,12.9425,11.114,0,0,69.016,10.8325,64.49727273,32.37833333,27.13666667,13.162,0.611818182,0,0,0,12.791,0.1595,10.04461538,26.46833333
xpa-1,106.074,46.41,93.284,7.846,30.834,42.312,154.942,36.352,11.688,29.29,0,0.1425,0,46.908,105.678,1.17,14.51916667,3.547272727,10.9325,11.85166667,2.941,12.05909091,33.13166667,79.93,106.074,69.847,58.9835,29.49102564,14.87544444
xpc-1,39.656,38.18,36.906,34.758,30.394,30.478,43.068,3.018,5.066,3.044,4.732,11.1525,9.552,24.764,79.75,7.281,6.975833333,1.547272727,0.530833333,11.3525,10.957,6.12,31.09333333,12.54166667,39.656,37.543,34.6745,17.80102564,8.387111111
xpg-1,65.354,89.054,87.016,91.658,148.538,89.974,133.036,149.352,93.808,116.54,13.006,47.3475,87.004,62.446,209.326,63.122,78.12916667,63.75636364,71.21583333,28.8925,23.751,60.80818182,7.368333333,16.405,65.354,88.035,115.8015,98.63589744,50.227
xpo-1,12.594,36.884,27.166,34.516,62.386,54.96,24.57,44.15,57.788,96.326,27.304,9.225,24.128,54.212,12.692,70.746,69.99083333,79.56090909,41.72833333,36.705,66.174,87.26818182,0.591666667,23.30833333,12.594,32.025,44.108,41.53589744,56.98677778
xpo-2,43.158,54.722,58.47,60.412,58.086,75.956,37.854,79.838,48.122,83.714,57.758,94.0175,77.45,84.646,53.17,47.261,30.38083333,58.22909091,44.675,27.13583333,14.645,57.38454545,29.855,24.67833333,43.158,56.596,58.077,71.78358974,38.27011111
xpo-3,80.518,113.304,80.168,80.352,103.316,59.516,89.138,25.782,53.704,46.87,4.706,1.8925,6.518,116.436,50.024,43.049,14.28416667,17.42363636,4.42,18.2775,0.469,9.474545455,26.67333333,78.58666667,80.518,96.736,83.0805,39.17358974,20.07111111
xrn-1,1,0.752,1.052,1.178,1.378,3.984,0.558,0.07,0.844,0.864,1.028,1.575,1.93,0.164,0,3.459,1.5825,2.222727273,9.000833333,0.9375,21.628,0.051818182,0.395,2.885,1,0.902,1.7745,0.78974359,4.820222222
xrn-2,4.424,3.476,4.594,5.548,4.332,3.746,4.002,5.066,9.906,2.698,2.8,18.025,7.404,6.886,1.054,7.097,4.754166667,5.687272727,4.610833333,8.130833333,7.724,6.798181818,1.813333333,2.453333333,4.424,4.035,4.407,6.44025641,5.79
xtr-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.005333333
xtr-2,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0.918,5.79,0,0,0,0,0.106363636,0,0,0,0,0,0.011025641,0.887
Y102A11A.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102A11A.10,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.230769231,0
Y102A11A.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102A11A.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102A11A.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102A11A.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.325833333,0,0,0,0,0,0,0,0,0,0,0,1.110111111
Y102A11A.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9575,0,0,0,0,0,0,0,0,0.261
Y102A11A.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0.005888889
Y102A11A.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102A11A.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2175,79.223,0,0,0.181666667,0,0,0,0,8.843666667
Y102A11A.6,13.586,4.876,0,0,0.2,0,1.124,0,0,9.378,1.052,0,0,1.328,0,0,2.55,0,0.296666667,14.39916667,0,0.147272727,0,0,13.586,2.438,0.331,1.507435897,2.317444444
Y102A11A.7,4.164,16.074,2.08,0,0,5.45,0,0,0,0,0,18.155,21.852,0,0,0,0,0,0,14.4775,0.716,12.41636364,0,0,4.164,9.077,1.3625,4.663589744,3.527444444
Y102A11A.8,8.778,25.762,16.384,2.272,6.222,22.734,4.01,0.038,0.164,0,0,0,0,0,0.14,8.235,0.583333333,17.74727273,0.053333333,14.1325,0,1.937272727,0,0.611666667,8.778,21.073,8.8095,0.043846154,5.330888889
Y102A11A.9,0,0,0,0,0,0,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485,0,0
Y102A5C.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102A5C.2,0.414,4.22,0.588,0,0.3,0,0,0.6,11.974,0,0,0,0,0,0,3.269,0.100833333,3.808181818,75.9,19.75833333,0,0,0.118333333,109.0983333,0.414,2.404,0.075,1.612051282,20.87766667
Y102A5C.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102A5C.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102A5C.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102A5C.36,1.75,2.042,3.1,0,14.24,0,0,0.49,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,1.75,2.571,3.56,0.281282051,0
Y102A5C.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102A5C.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102A5C.4,0,0,0,0,0,0,0,0.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046666667,0
Y102A5C.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102A5C.41,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030769231,0
Y102A5C.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102A5C.5,0,0,11.874,17.378,0,0.516,2.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.937,5.0115,0,0
Y102A5C.6,3.938,15.742,26.918,54.91,28.136,15.022,25.196,92.406,2.832,16.656,36.918,2.0475,14.164,4.54,0.896,8.776,4.329166667,18.83363636,17.3075,3.391666667,5.949,7.211818182,0,10.99,3.938,21.33,30.816,21.80128205,8.889222222
Y102A5D.10,0,0,0,0,0,0,4.284,0,0,0,0,0,0,0,0,0,0,0,5.770833333,0,0,2.621818182,0,0,0,0,1.071,0,1.089888889
Y102A5D.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102A5D.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102A5D.5,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.131818182,0,0.555833333,0,0,0,0,2.7,0,0,0,0.212444444
Y102A5D.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102A5D.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102A5D.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102A5D.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102E9.2,309.922,343.212,255.37,360.024,386.306,398.422,263.002,348.662,246.692,429.564,191.722,518.335,117.65,343.6,229.016,38.533,4.1775,44.07181818,16.07083333,0.300833333,85.364,120.2663636,243.61,319.3883333,309.922,299.291,351.9385,297.6376923,74.12522222
Y102E9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.715454545,0,0,0,2.36,0,0,0,0,0,0,0.498111111
Y102E9.5,0,1.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8125,0,0,0,0,13.23090909,0,0,0,0.566,0,0,1.992111111
Y102E9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102E9.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y102F5A.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y104H12A.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y104H12A.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y104H12D.2,30.654,32.958,30.458,41.616,69.514,45.352,23.236,27.664,82.598,22.7,24.918,24.335,50.314,30.644,10.268,55.8,54.3425,32.07818182,18.015,42.165,21.364,26.24090909,13.20833333,71.18333333,30.654,31.708,44.9295,34.4325641,36.59744444
Y104H12D.3,6.1,2.076,0.942,2.254,0.176,1.41,0.97,0.152,1.224,0.06,0,0,0,2.214,2.28,0,1.583333333,0,0,0.7475,0,0.030909091,11.50666667,0.318333333,6.1,1.509,1.2025,0.76025641,1.102888889
Y104H12D.4,51.962,25.298,15.792,51.658,20.546,17.908,14.098,89.926,66.854,29.608,72.474,78.6775,43.47,12.01,67.156,24.641,27.3775,13.61727273,2.310833333,23.07333333,10.32,28.53545455,45.69,14.22833333,51.962,20.545,26.0525,56.97948718,20.066
Y104H12D.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y104H12D.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y104H12D.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y104H12D.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y104H12D.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.1,20.97,16.296,26.004,27.024,44.336,75.144,49.346,14.86,48.328,6.174,10.848,13.45,59.902,12.054,47.554,20.674,36.9575,16.50090909,22.77,42.1525,15.506,54.88545455,0.17,29.27166667,20.97,21.15,48.9625,26.98461538,28.29177778
Y105C5A.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2375,0,0,0,0,0,0,0,0,2.831666667
Y105C5A.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.1268,22.518,57.78,8.606,12.768,6.762,43.228,60.316,14.726,5.224,6.754,54.084,87.9775,84.768,63.2,8.864,63.949,69.4575,5.075454545,7.189166667,6.978333333,49.528,71.33909091,0,8.543333333,22.518,33.193,30.7685,39.4874359,33.66766667
Y105C5A.1269,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0,0,1.259,0,0,0,0,0,0,0,0,0,0,0,0.056923077,0.139888889
Y105C5A.1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8925,0,0,0,0,0,0,0,0,0,0,0,0.119
Y105C5A.1271,0,0.156,3.362,0,0.188,0,0,0,0,7.906,0,0,0,0,0,4.972,0,3.360909091,0,0,0,0,0,0,0,1.759,0.047,1.013589744,0.963222222
Y105C5A.1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.1273,0,0,0,0,0,0,0,0,0,0,0,28.475,0,0,0,0,0,0,0,2.863333333,0,0,0,0,0,0,0,2.920512821,0.381777778
Y105C5A.1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.13,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0
Y105C5A.14,0,0.462,0,0,12.034,9.154,0.082,1.776,0,0,0,0,0,0,0,71.295,3.599166667,55.30909091,27.86333333,76.22833333,0.265,1.365454545,0,0,0,0.231,5.3175,0.227692308,29.23677778
Y105C5A.15,2.772,3.892,0.05,8.804,7.178,3.414,5.202,0,1.26,0.832,1.014,3.63,0,0,0.082,1.894,3.234166667,17.83090909,4.825,6.5075,0,2.336363636,0,0,2.772,1.971,6.1495,0.781025641,4.617555556
Y105C5A.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.628181818,0,0,0,0,0,0,0.443444444
Y105C5A.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.24,0,0,0,0,7.618,0,0.242,1.934,0,0,11.516,0.3475,0.066,0,0,0.899,0,4.760909091,0.140833333,0.1,0,16.12545455,0,0,0,0,1.965,1.768461538,2.684777778
Y105C5A.25,0,0,0,0.084,0,16.446,0,7.086,1.096,7.582,45.098,43.3275,62.454,31.644,0,129.791,99.28583333,24.12909091,32.465,27.58916667,1.361,14.69818182,1.975,0,0,0,4.1325,24.31051282,40.695
Y105C5A.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.28,0,0,0,0,0,0.28,0,0,1.648,0,0.884,1.3,0,0,0,1.338,0,0.414545455,0.323333333,1.358333333,0,0,0,0,0,0,0.07,0.457948718,0.423555556
Y105C5A.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.322727273,0,0,0,0,0,0,0,0,0,0,0.650555556
Y105C5A.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.t1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5A.t2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y105C5B.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.268,0.1925,0.312727273,0,0,0,0,0,0,0,0,0,0,1.427
